Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur
"FS","Données de la sécurité alimentaire","32","Cameroun","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","1.6"
"FS","Données de la sécurité alimentaire","32","Cameroun","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20132015","2013-2015","millions","1.4"
"FS","Données de la sécurité alimentaire","32","Cameroun","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20142016","2014-2016","millions","1.5"
"FS","Données de la sécurité alimentaire","32","Cameroun","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20152017","2015-2017","millions","1.7"
"FS","Données de la sécurité alimentaire","32","Cameroun","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20142016","2014-2016","%","30.6"
"FS","Données de la sécurité alimentaire","32","Cameroun","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20152017","2015-2017","%","35.5"
"FS","Données de la sécurité alimentaire","32","Cameroun","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20142016","2014-2016","millions","7"
"FS","Données de la sécurité alimentaire","32","Cameroun","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20152017","2015-2017","millions","8.3"
"FS","Données de la sécurité alimentaire","33","Canada","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2005","2005","pour 100 km carrés de surface totale du pays","0.6"
"FS","Données de la sécurité alimentaire","33","Canada","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2006","2006","pour 100 km carrés de surface totale du pays","0.6"
"FS","Données de la sécurité alimentaire","33","Canada","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2007","2007","pour 100 km carrés de surface totale du pays","0.6"
"FS","Données de la sécurité alimentaire","33","Canada","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2008","2008","pour 100 km carrés de surface totale du pays","0.6"
"FS","Données de la sécurité alimentaire","33","Canada","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2009","2009","pour 100 km carrés de surface totale du pays","0.6"
"FS","Données de la sécurité alimentaire","33","Canada","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2010","2010","pour 100 km carrés de surface totale du pays","0.6"
"FS","Données de la sécurité alimentaire","33","Canada","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2011","2011","pour 100 km carrés de surface totale du pays","0.5"
"FS","Données de la sécurité alimentaire","33","Canada","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2012","2012","pour 100 km carrés de surface totale du pays","0.5"
"FS","Données de la sécurité alimentaire","33","Canada","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2013","2013","pour 100 km carrés de surface totale du pays","0.5"
"FS","Données de la sécurité alimentaire","33","Canada","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2014","2014","pour 100 km carrés de surface totale du pays","0.5"
"FS","Données de la sécurité alimentaire","33","Canada","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2000","2000","I$","37431.9"
"FS","Données de la sécurité alimentaire","33","Canada","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2001","2001","I$","37712.1"
"FS","Données de la sécurité alimentaire","33","Canada","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2002","2002","I$","38500.3"
"FS","Données de la sécurité alimentaire","33","Canada","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2003","2003","I$","38805.7"
"FS","Données de la sécurité alimentaire","33","Canada","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2004","2004","I$","39604.4"
"FS","Données de la sécurité alimentaire","33","Canada","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2005","2005","I$","40471.3"
"FS","Données de la sécurité alimentaire","33","Canada","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2006","2006","I$","41203.4"
"FS","Données de la sécurité alimentaire","33","Canada","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2007","2007","I$","41647.4"
"FS","Données de la sécurité alimentaire","33","Canada","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2008","2008","I$","41611.3"
"FS","Données de la sécurité alimentaire","33","Canada","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","39924.2"
"FS","Données de la sécurité alimentaire","33","Canada","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2010","2010","I$","40699.4"
"FS","Données de la sécurité alimentaire","33","Canada","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2011","2011","I$","41565.3"
"FS","Données de la sécurité alimentaire","33","Canada","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2012","2012","I$","41794.5"
"FS","Données de la sécurité alimentaire","33","Canada","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","42339.4"
"FS","Données de la sécurité alimentaire","33","Canada","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2014","2014","I$","43079.1"
"FS","Données de la sécurité alimentaire","33","Canada","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2015","2015","I$","43149.5"
"FS","Données de la sécurité alimentaire","33","Canada","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2016","2016","I$","43238.3"
"FS","Données de la sécurité alimentaire","33","Canada","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2017","2017","I$","44017.6"
"FS","Données de la sécurité alimentaire","33","Canada","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","19992001","1999-2001","%","<2.5"
"FS","Données de la sécurité alimentaire","33","Canada","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20002002","2000-2002","%","<2.5"
"FS","Données de la sécurité alimentaire","33","Canada","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20012003","2001-2003","%","<2.5"
"FS","Données de la sécurité alimentaire","33","Canada","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20022004","2002-2004","%","<2.5"
"FS","Données de la sécurité alimentaire","33","Canada","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20032005","2003-2005","%","<2.5"
"FS","Données de la sécurité alimentaire","33","Canada","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20042006","2004-2006","%","<2.5"
"FS","Données de la sécurité alimentaire","33","Canada","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20052007","2005-2007","%","<2.5"
"FS","Données de la sécurité alimentaire","33","Canada","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20062008","2006-2008","%","<2.5"
"FS","Données de la sécurité alimentaire","33","Canada","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20072009","2007-2009","%","<2.5"
"FS","Données de la sécurité alimentaire","33","Canada","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20082010","2008-2010","%","<2.5"
"FS","Données de la sécurité alimentaire","33","Canada","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20092011","2009-2011","%","<2.5"
"FS","Données de la sécurité alimentaire","33","Canada","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20102012","2010-2012","%","<2.5"
"FS","Données de la sécurité alimentaire","33","Canada","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","<2.5"
"FS","Données de la sécurité alimentaire","33","Canada","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20122014","2012-2014","%","<2.5"
"FS","Données de la sécurité alimentaire","33","Canada","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20132015","2013-2015","%","<2.5"
"FS","Données de la sécurité alimentaire","33","Canada","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20142016","2014-2016","%","<2.5"
"FS","Données de la sécurité alimentaire","33","Canada","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20152017","2015-2017","%","<2.5"
"FS","Données de la sécurité alimentaire","33","Canada","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","19992001","1999-2001","millions","<0.8"
"FS","Données de la sécurité alimentaire","33","Canada","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20002002","2000-2002","millions","<0.8"
"FS","Données de la sécurité alimentaire","33","Canada","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20012003","2001-2003","millions","<0.8"
"FS","Données de la sécurité alimentaire","33","Canada","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20022004","2002-2004","millions","<0.8"
"FS","Données de la sécurité alimentaire","33","Canada","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20032005","2003-2005","millions","<0.8"
"FS","Données de la sécurité alimentaire","33","Canada","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20042006","2004-2006","millions","<0.8"
"FS","Données de la sécurité alimentaire","33","Canada","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20052007","2005-2007","millions","<0.8"
"FS","Données de la sécurité alimentaire","33","Canada","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20062008","2006-2008","millions","<0.8"
"FS","Données de la sécurité alimentaire","33","Canada","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20072009","2007-2009","millions","<0.8"
"FS","Données de la sécurité alimentaire","33","Canada","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20082010","2008-2010","millions","<0.8"
"FS","Données de la sécurité alimentaire","33","Canada","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20092011","2009-2011","millions","<0.9"
"FS","Données de la sécurité alimentaire","33","Canada","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20102012","2010-2012","millions","<0.9"
"FS","Données de la sécurité alimentaire","33","Canada","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","<0.9"
"FS","Données de la sécurité alimentaire","33","Canada","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","<0.9"
"FS","Données de la sécurité alimentaire","33","Canada","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20132015","2013-2015","millions","<0.9"
"FS","Données de la sécurité alimentaire","33","Canada","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20142016","2014-2016","millions","<0.9"
"FS","Données de la sécurité alimentaire","33","Canada","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20152017","2015-2017","millions","<0.9"
"FS","Données de la sécurité alimentaire","40","Chili","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2001","2001","pour 100 km carrés de surface totale du pays","0.9"
"FS","Données de la sécurité alimentaire","40","Chili","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2002","2002","pour 100 km carrés de surface totale du pays","0.8"
"FS","Données de la sécurité alimentaire","40","Chili","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2003","2003","pour 100 km carrés de surface totale du pays","0.8"
"FS","Données de la sécurité alimentaire","40","Chili","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2004","2004","pour 100 km carrés de surface totale du pays","0.8"
"FS","Données de la sécurité alimentaire","40","Chili","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2006","2006","pour 100 km carrés de surface totale du pays","0.8"
"FS","Données de la sécurité alimentaire","40","Chili","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2007","2007","pour 100 km carrés de surface totale du pays","0.8"
"FS","Données de la sécurité alimentaire","40","Chili","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2008","2008","pour 100 km carrés de surface totale du pays","0.8"
"FS","Données de la sécurité alimentaire","40","Chili","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2009","2009","pour 100 km carrés de surface totale du pays","0.7"
"FS","Données de la sécurité alimentaire","40","Chili","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2010","2010","pour 100 km carrés de surface totale du pays","0.7"
"FS","Données de la sécurité alimentaire","40","Chili","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2011","2011","pour 100 km carrés de surface totale du pays","0.7"
"FS","Données de la sécurité alimentaire","40","Chili","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2012","2012","pour 100 km carrés de surface totale du pays","0.7"
"FS","Données de la sécurité alimentaire","40","Chili","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2013","2013","pour 100 km carrés de surface totale du pays","0.7"
"FS","Données de la sécurité alimentaire","40","Chili","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2014","2014","pour 100 km carrés de surface totale du pays","0.7"
"FS","Données de la sécurité alimentaire","40","Chili","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2000","2000","I$","14315.4"
"FS","Données de la sécurité alimentaire","40","Chili","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2001","2001","I$","14613.8"
"FS","Données de la sécurité alimentaire","40","Chili","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2002","2002","I$","14895.5"
"FS","Données de la sécurité alimentaire","40","Chili","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2003","2003","I$","15332.3"
"FS","Données de la sécurité alimentaire","40","Chili","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2004","2004","I$","16258.4"
"FS","Données de la sécurité alimentaire","40","Chili","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2005","2005","I$","17007.6"
"FS","Données de la sécurité alimentaire","40","Chili","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2006","2006","I$","17890.6"
"FS","Données de la sécurité alimentaire","40","Chili","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2007","2007","I$","18572.6"
"FS","Données de la sécurité alimentaire","40","Chili","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2008","2008","I$","19031.6"
"FS","Données de la sécurité alimentaire","40","Chili","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2009","2009","I$","18547.5"
"FS","Données de la sécurité alimentaire","40","Chili","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2010","2010","I$","19442.1"
"FS","Données de la sécurité alimentaire","40","Chili","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2011","2011","I$","20437.7"
"FS","Données de la sécurité alimentaire","40","Chili","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2012","2012","I$","21330.2"
"FS","Données de la sécurité alimentaire","40","Chili","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","21998.3"
"FS","Données de la sécurité alimentaire","40","Chili","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2014","2014","I$","22195.3"
"FS","Données de la sécurité alimentaire","40","Chili","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2015","2015","I$","22516.6"
"FS","Données de la sécurité alimentaire","40","Chili","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2016","2016","I$","22614.4"
"FS","Données de la sécurité alimentaire","40","Chili","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2017","2017","I$","22767"
"FS","Données de la sécurité alimentaire","40","Chili","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","19992001","1999-2001","%","4.7"
"FS","Données de la sécurité alimentaire","40","Chili","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20002002","2000-2002","%","4.4"
"FS","Données de la sécurité alimentaire","40","Chili","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20012003","2001-2003","%","4.1"
"FS","Données de la sécurité alimentaire","40","Chili","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20022004","2002-2004","%","4.1"
"FS","Données de la sécurité alimentaire","40","Chili","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20032005","2003-2005","%","4"
"FS","Données de la sécurité alimentaire","40","Chili","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20042006","2004-2006","%","3.9"
"FS","Données de la sécurité alimentaire","40","Chili","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20052007","2005-2007","%","3.8"
"FS","Données de la sécurité alimentaire","40","Chili","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20062008","2006-2008","%","3.9"
"FS","Données de la sécurité alimentaire","40","Chili","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20072009","2007-2009","%","4.1"
"FS","Données de la sécurité alimentaire","40","Chili","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20082010","2008-2010","%","4.2"
"FS","Données de la sécurité alimentaire","40","Chili","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20092011","2009-2011","%","4.2"
"FS","Données de la sécurité alimentaire","40","Chili","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20102012","2010-2012","%","4"
"FS","Données de la sécurité alimentaire","40","Chili","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20112013","2011-2013","%","3.8"
"FS","Données de la sécurité alimentaire","40","Chili","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20122014","2012-2014","%","3.7"
"FS","Données de la sécurité alimentaire","40","Chili","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20132015","2013-2015","%","3.6"
"FS","Données de la sécurité alimentaire","40","Chili","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20142016","2014-2016","%","3.3"
"FS","Données de la sécurité alimentaire","40","Chili","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20152017","2015-2017","%","3.3"
"FS","Données de la sécurité alimentaire","40","Chili","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","19992001","1999-2001","millions","0.7"
"FS","Données de la sécurité alimentaire","40","Chili","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20002002","2000-2002","millions","0.7"
"FS","Données de la sécurité alimentaire","40","Chili","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20012003","2001-2003","millions","0.6"
"FS","Données de la sécurité alimentaire","40","Chili","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20022004","2002-2004","millions","0.6"
"FS","Données de la sécurité alimentaire","40","Chili","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20032005","2003-2005","millions","0.6"
"FS","Données de la sécurité alimentaire","40","Chili","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20042006","2004-2006","millions","0.6"
"FS","Données de la sécurité alimentaire","40","Chili","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20052007","2005-2007","millions","0.6"
"FS","Données de la sécurité alimentaire","40","Chili","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20062008","2006-2008","millions","0.6"
"FS","Données de la sécurité alimentaire","40","Chili","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20072009","2007-2009","millions","0.7"
"FS","Données de la sécurité alimentaire","40","Chili","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20082010","2008-2010","millions","0.7"
"FS","Données de la sécurité alimentaire","40","Chili","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20092011","2009-2011","millions","0.7"
"FS","Données de la sécurité alimentaire","40","Chili","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20102012","2010-2012","millions","0.7"
"FS","Données de la sécurité alimentaire","40","Chili","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20112013","2011-2013","millions","0.7"
"FS","Données de la sécurité alimentaire","40","Chili","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20122014","2012-2014","millions","0.6"
"FS","Données de la sécurité alimentaire","40","Chili","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20132015","2013-2015","millions","0.6"
"FS","Données de la sécurité alimentaire","40","Chili","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20142016","2014-2016","millions","0.6"
"FS","Données de la sécurité alimentaire","40","Chili","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20152017","2015-2017","millions","0.6"
"FS","Données de la sécurité alimentaire","40","Chili","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20142016","2014-2016","%","3.9"
"FS","Données de la sécurité alimentaire","40","Chili","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20152017","2015-2017","%","4.4"
"FS","Données de la sécurité alimentaire","40","Chili","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20142016","2014-2016","millions","0.7"
"FS","Données de la sécurité alimentaire","40","Chili","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20152017","2015-2017","millions","0.8"
"FS","Données de la sécurité alimentaire","351","Chine","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2000","2000","pour 100 km carrés de surface totale du pays","0.6"
"FS","Données de la sécurité alimentaire","351","Chine","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2001","2001","pour 100 km carrés de surface totale du pays","0.6"
"FS","Données de la sécurité alimentaire","351","Chine","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2002","2002","pour 100 km carrés de surface totale du pays","0.6"
"FS","Données de la sécurité alimentaire","351","Chine","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2003","2003","pour 100 km carrés de surface totale du pays","0.6"
"FS","Données de la sécurité alimentaire","351","Chine","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2004","2004","pour 100 km carrés de surface totale du pays","0.6"
"FS","Données de la sécurité alimentaire","351","Chine","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2005","2005","pour 100 km carrés de surface totale du pays","0.7"
"FS","Données de la sécurité alimentaire","351","Chine","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2006","2006","pour 100 km carrés de surface totale du pays","0.7"
"FS","Données de la sécurité alimentaire","351","Chine","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2007","2007","pour 100 km carrés de surface totale du pays","0.7"
"FS","Données de la sécurité alimentaire","351","Chine","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2008","2008","pour 100 km carrés de surface totale du pays","0.6"
"FS","Données de la sécurité alimentaire","351","Chine","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2009","2009","pour 100 km carrés de surface totale du pays","0.7"
"FS","Données de la sécurité alimentaire","351","Chine","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2010","2010","pour 100 km carrés de surface totale du pays","0.7"
"FS","Données de la sécurité alimentaire","351","Chine","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2011","2011","pour 100 km carrés de surface totale du pays","0.7"
"FS","Données de la sécurité alimentaire","351","Chine","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2012","2012","pour 100 km carrés de surface totale du pays","0.7"
"FS","Données de la sécurité alimentaire","351","Chine","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2013","2013","pour 100 km carrés de surface totale du pays","0.7"
"FS","Données de la sécurité alimentaire","351","Chine","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2014","2014","pour 100 km carrés de surface totale du pays","0.7"
"FS","Données de la sécurité alimentaire","351","Chine","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2015","2015","pour 100 km carrés de surface totale du pays","0.7"
"FS","Données de la sécurité alimentaire","351","Chine","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2016","2016","pour 100 km carrés de surface totale du pays","0.7"
"FS","Données de la sécurité alimentaire","351","Chine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2000","2000","I$","3870.1"
"FS","Données de la sécurité alimentaire","351","Chine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2001","2001","I$","4148.6"
"FS","Données de la sécurité alimentaire","351","Chine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2002","2002","I$","4484.4"
"FS","Données de la sécurité alimentaire","351","Chine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2003","2003","I$","4892.8"
"FS","Données de la sécurité alimentaire","351","Chine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2004","2004","I$","5355"
